# 0.000976
①	OTHER	O/0.944913	Bo-B/0.006526	Bo-I/0.006098	Ch-B/0.005691	Ch-I/0.003847	DT-B/0.001284	DT-I/0.001297	O/0.944913	Si-B/0.002545	Si-I/0.001000	Sy-B/0.008803	Sy-I/0.011777	Tr-B/0.001827	Tr-I/0.001805	unct-B/0.001245	unct-I/0.001342
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	O/0.967667	Bo-B/0.010009	Bo-I/0.000003	Ch-B/0.017656	Ch-I/0.000002	DT-B/0.000050	DT-I/0.000004	O/0.967667	Si-B/0.001303	Si-I/0.000003	Sy-B/0.002506	Sy-I/0.000001	Tr-B/0.000134	Tr-I/0.000002	unct-B/0.000647	unct-I/0.000016
侧	CHN	O/0.971866	Bo-B/0.000020	Bo-I/0.008792	Ch-B/0.000046	Ch-I/0.014730	DT-B/0.000003	DT-I/0.000019	O/0.971866	Si-B/0.000018	Si-I/0.001160	Sy-B/0.000012	Sy-I/0.002113	Tr-B/0.000043	Tr-I/0.000093	unct-B/0.000031	unct-I/0.001052
病	CHN	O/0.980509	Bo-B/0.000041	Bo-I/0.004893	Ch-B/0.000101	Ch-I/0.010557	DT-B/0.000005	DT-I/0.000022	O/0.980509	Si-B/0.000014	Si-I/0.000984	Sy-B/0.000061	Sy-I/0.001379	Tr-B/0.000066	Tr-I/0.000114	unct-B/0.000023	unct-I/0.001231
理	CHN	O/0.988022	Bo-B/0.000150	Bo-I/0.002566	Ch-B/0.000044	Ch-I/0.006479	DT-B/0.000004	DT-I/0.000017	O/0.988022	Si-B/0.000021	Si-I/0.000443	Sy-B/0.000033	Sy-I/0.000899	Tr-B/0.000057	Tr-I/0.000134	unct-B/0.000010	unct-I/0.001122
征	CHN	O/0.990983	Bo-B/0.000028	Bo-I/0.002537	Ch-B/0.000045	Ch-I/0.004140	DT-B/0.000010	DT-I/0.000033	O/0.990983	Si-B/0.000036	Si-I/0.000316	Sy-B/0.000041	Sy-I/0.000671	Tr-B/0.000081	Tr-I/0.000161	unct-B/0.000013	unct-I/0.000908
未	CHN	O/0.999381	Bo-B/0.000001	Bo-I/0.000049	Ch-B/0.000003	Ch-I/0.000165	DT-B/0.000000	DT-I/0.000003	O/0.999381	Si-B/0.000005	Si-I/0.000073	Sy-B/0.000008	Sy-I/0.000106	Tr-B/0.000016	Tr-I/0.000078	unct-B/0.000001	unct-I/0.000110
引	CHN	O/0.999028	Bo-B/0.000016	Bo-I/0.000003	Ch-B/0.000010	Ch-I/0.000033	DT-B/0.000002	DT-I/0.000006	O/0.999028	Si-B/0.000025	Si-I/0.000066	Sy-B/0.000453	Sy-I/0.000085	Tr-B/0.000101	Tr-I/0.000091	unct-B/0.000005	unct-I/0.000077
出	CHN	O/0.998602	Bo-B/0.000023	Bo-I/0.000024	Ch-B/0.000038	Ch-I/0.000025	DT-B/0.000013	DT-I/0.000041	O/0.998602	Si-B/0.000021	Si-I/0.000125	Sy-B/0.000124	Sy-I/0.000566	Tr-B/0.000028	Tr-I/0.000232	unct-B/0.000011	unct-I/0.000129
。	PUNC	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	Bo-B/0.996165	Bo-B/0.996165	Bo-I/0.000029	Ch-B/0.000980	Ch-I/0.000000	DT-B/0.000065	DT-I/0.000002	O/0.000052	Si-B/0.000251	Si-I/0.000000	Sy-B/0.002252	Sy-I/0.000000	Tr-B/0.000087	Tr-I/0.000001	unct-B/0.000115	unct-I/0.000001
侧	CHN	Bo-I/0.997016	Bo-B/0.000138	Bo-I/0.997016	Ch-B/0.000002	Ch-I/0.000699	DT-B/0.000002	DT-I/0.000015	O/0.000021	Si-B/0.000001	Si-I/0.000110	Sy-B/0.000002	Sy-I/0.001933	Tr-B/0.000003	Tr-I/0.000028	unct-B/0.000003	unct-I/0.000028
肢	CHN	Bo-I/0.997471	Bo-B/0.000102	Bo-I/0.997471	Ch-B/0.000002	Ch-I/0.000570	DT-B/0.000002	DT-I/0.000015	O/0.000074	Si-B/0.000002	Si-I/0.000080	Sy-B/0.000002	Sy-I/0.001621	Tr-B/0.000005	Tr-I/0.000022	unct-B/0.000003	unct-I/0.000029
体	CHN	Bo-I/0.996291	Bo-B/0.000579	Bo-I/0.996291	Ch-B/0.000030	Ch-I/0.000561	DT-B/0.000008	DT-I/0.000097	O/0.000549	Si-B/0.000011	Si-I/0.000092	Sy-B/0.000038	Sy-I/0.001505	Tr-B/0.000032	Tr-I/0.000084	unct-B/0.000017	unct-I/0.000106
痛	CHN	Bo-I/0.996306	Bo-B/0.000348	Bo-I/0.996306	Ch-B/0.000035	Ch-I/0.000552	DT-B/0.000005	DT-I/0.000121	O/0.000756	Si-B/0.000015	Si-I/0.000111	Sy-B/0.000002	Sy-I/0.001386	Tr-B/0.000058	Tr-I/0.000180	unct-B/0.000008	unct-I/0.000118
温	CHN	Bo-I/0.991984	Bo-B/0.001108	Bo-I/0.991984	Ch-B/0.000011	Ch-I/0.000672	DT-B/0.000005	DT-I/0.000151	O/0.004895	Si-B/0.000006	Si-I/0.000174	Sy-B/0.000019	Sy-I/0.000238	Tr-B/0.000069	Tr-I/0.000543	unct-B/0.000006	unct-I/0.000118
觉	CHN	Bo-I/0.991129	Bo-B/0.000003	Bo-I/0.991129	Ch-B/0.000004	Ch-I/0.000652	DT-B/0.000004	DT-I/0.000145	O/0.006597	Si-B/0.000002	Si-I/0.000263	Sy-B/0.000005	Sy-I/0.000238	Tr-B/0.000003	Tr-I/0.000853	unct-B/0.000003	unct-I/0.000099
、	PUNC	O/0.999790	Bo-B/0.000003	Bo-I/0.000180	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000002	O/0.999790	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000012	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000002
触	CHN	Bo-B/0.980428	Bo-B/0.980428	Bo-I/0.000086	Ch-B/0.001765	Ch-I/0.000004	DT-B/0.000151	DT-I/0.000011	O/0.006279	Si-B/0.000754	Si-I/0.000004	Sy-B/0.006239	Sy-I/0.000001	Tr-B/0.004082	Tr-I/0.000010	unct-B/0.000182	unct-I/0.000005
觉	CHN	Bo-I/0.981390	Bo-B/0.000004	Bo-I/0.981390	Ch-B/0.000005	Ch-I/0.001714	DT-B/0.000005	DT-I/0.000144	O/0.006419	Si-B/0.000003	Si-I/0.000800	Sy-B/0.000006	Sy-I/0.005463	Tr-B/0.000004	Tr-I/0.003937	unct-B/0.000004	unct-I/0.000101
、	PUNC	O/0.998020	Bo-B/0.000024	Bo-I/0.001921	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000003	DT-I/0.000002	O/0.998020	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000012	Sy-I/0.000003	Tr-B/0.000002	Tr-I/0.000004	unct-B/0.000002	unct-I/0.000003
关	CHN	Bo-B/0.989143	Bo-B/0.989143	Bo-I/0.002751	Ch-B/0.001177	Ch-I/0.000001	DT-B/0.000391	DT-I/0.000014	O/0.000138	Si-B/0.001101	Si-I/0.000002	Sy-B/0.002630	Sy-I/0.000001	Tr-B/0.001993	Tr-I/0.000002	unct-B/0.000649	unct-I/0.000008
节	CHN	Bo-I/0.997191	Bo-B/0.000229	Bo-I/0.997191	Ch-B/0.000007	Ch-I/0.000633	DT-B/0.000002	DT-I/0.000025	O/0.000035	Si-B/0.000006	Si-I/0.000380	Sy-B/0.000002	Sy-I/0.000887	Tr-B/0.000009	Tr-I/0.000452	unct-B/0.000004	unct-I/0.000138
位	CHN	Bo-I/0.997221	Bo-B/0.000216	Bo-I/0.997221	Ch-B/0.000014	Ch-I/0.000627	DT-B/0.000003	DT-I/0.000033	O/0.000312	Si-B/0.000014	Si-I/0.000377	Sy-B/0.000004	Sy-I/0.000584	Tr-B/0.000033	Tr-I/0.000387	unct-B/0.000006	unct-I/0.000169
置	CHN	Bo-I/0.994392	Bo-B/0.000927	Bo-I/0.994392	Ch-B/0.000025	Ch-I/0.000778	DT-B/0.000006	DT-I/0.000114	O/0.001569	Si-B/0.000009	Si-I/0.000481	Sy-B/0.000045	Sy-I/0.000504	Tr-B/0.000294	Tr-I/0.000667	unct-B/0.000007	unct-I/0.000182
觉	CHN	Bo-I/0.990819	Bo-B/0.000005	Bo-I/0.990819	Ch-B/0.000005	Ch-I/0.000941	DT-B/0.000008	DT-I/0.000228	O/0.005018	Si-B/0.000003	Si-I/0.000668	Sy-B/0.000005	Sy-I/0.000540	Tr-B/0.000004	Tr-I/0.001556	unct-B/0.000006	unct-I/0.000195
、	PUNC	O/0.999164	Bo-B/0.000012	Bo-I/0.000778	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000003	DT-I/0.000002	O/0.999164	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000023	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000003	unct-B/0.000003	unct-I/0.000004
震	CHN	Bo-B/0.964684	Bo-B/0.964684	Bo-I/0.000925	Ch-B/0.007219	Ch-I/0.000010	DT-B/0.000447	DT-I/0.000017	O/0.006871	Si-B/0.001828	Si-I/0.000002	Sy-B/0.014124	Sy-I/0.000008	Tr-B/0.003030	Tr-I/0.000003	unct-B/0.000823	unct-I/0.000009
动	CHN	Bo-I/0.971562	Bo-B/0.000870	Bo-I/0.971562	Ch-B/0.000106	Ch-I/0.007092	DT-B/0.000007	DT-I/0.000101	O/0.007072	Si-B/0.000008	Si-I/0.000682	Sy-B/0.000006	Sy-I/0.011070	Tr-B/0.000022	Tr-I/0.001194	unct-B/0.000011	unct-I/0.000197
觉	CHN	Bo-I/0.964401	Bo-B/0.000007	Bo-I/0.964401	Ch-B/0.000005	Ch-I/0.006777	DT-B/0.000006	DT-I/0.000087	O/0.020418	Si-B/0.000004	Si-I/0.000421	Sy-B/0.000003	Sy-I/0.007091	Tr-B/0.000008	Tr-I/0.000672	unct-B/0.000007	unct-I/0.000093
对	CHN	O/0.986221	Bo-B/0.000020	Bo-I/0.012183	Ch-B/0.000023	Ch-I/0.000165	DT-B/0.000005	DT-I/0.000059	O/0.986221	Si-B/0.000002	Si-I/0.000048	Sy-B/0.000026	Sy-I/0.001067	Tr-B/0.000021	Tr-I/0.000112	unct-B/0.000006	unct-I/0.000042
称	CHN	O/0.996360	Bo-B/0.000013	Bo-I/0.002516	Ch-B/0.000012	Ch-I/0.000109	DT-B/0.000003	DT-I/0.000023	O/0.996360	Si-B/0.000051	Si-I/0.000022	Sy-B/0.000044	Sy-I/0.000714	Tr-B/0.000026	Tr-I/0.000075	unct-B/0.000005	unct-I/0.000024
正	CHN	O/0.999140	Bo-B/0.000003	Bo-I/0.000015	Ch-B/0.000003	Ch-I/0.000002	DT-B/0.000000	DT-I/0.000003	O/0.999140	Si-B/0.000003	Si-I/0.000040	Sy-B/0.000335	Sy-I/0.000394	Tr-B/0.000015	Tr-I/0.000035	unct-B/0.000001	unct-I/0.000010
常	CHN	O/0.998691	Bo-B/0.000023	Bo-I/0.000016	Ch-B/0.000039	Ch-I/0.000012	DT-B/0.000013	DT-I/0.000038	O/0.998691	Si-B/0.000024	Si-I/0.000076	Sy-B/0.000074	Sy-I/0.000807	Tr-B/0.000030	Tr-I/0.000082	unct-B/0.000011	unct-I/0.000065
。	PUNC	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	Bo-B/0.982902	Bo-B/0.982902	Bo-I/0.000076	Ch-B/0.001252	Ch-I/0.000001	DT-B/0.000109	DT-I/0.000004	O/0.010437	Si-B/0.000253	Si-I/0.000001	Sy-B/0.004643	Sy-I/0.000002	Tr-B/0.000172	Tr-I/0.000001	unct-B/0.000144	unct-I/0.000002
肺	CHN	Bo-I/0.983600	Bo-B/0.000004	Bo-I/0.983600	Ch-B/0.000003	Ch-I/0.000846	DT-B/0.000002	DT-I/0.000031	O/0.010844	Si-B/0.000003	Si-I/0.000134	Sy-B/0.000005	Sy-I/0.004397	Tr-B/0.000004	Tr-I/0.000098	unct-B/0.000003	unct-I/0.000025
呼	CHN	O/0.994356	Bo-B/0.000005	Bo-I/0.002528	Ch-B/0.000040	Ch-I/0.000087	DT-B/0.000003	DT-I/0.000035	O/0.994356	Si-B/0.000003	Si-I/0.000020	Sy-B/0.000004	Sy-I/0.002852	Tr-B/0.000005	Tr-I/0.000036	unct-B/0.000004	unct-I/0.000021
吸	CHN	O/0.997183	Bo-B/0.000003	Bo-I/0.000227	Ch-B/0.000005	Ch-I/0.000075	DT-B/0.000001	DT-I/0.000005	O/0.997183	Si-B/0.000007	Si-I/0.000007	Sy-B/0.000048	Sy-I/0.002409	Tr-B/0.000011	Tr-I/0.000011	unct-B/0.000002	unct-I/0.000006
音	CHN	O/0.997643	Bo-B/0.000006	Bo-I/0.000006	Ch-B/0.000004	Ch-I/0.000017	DT-B/0.000001	DT-I/0.000004	O/0.997643	Si-B/0.000006	Si-I/0.000009	Sy-B/0.000093	Sy-I/0.002172	Tr-B/0.000020	Tr-I/0.000012	unct-B/0.000002	unct-I/0.000006
清	CHN	O/0.997796	Bo-B/0.000006	Bo-I/0.000005	Ch-B/0.000010	Ch-I/0.000005	DT-B/0.000003	DT-I/0.000019	O/0.997796	Si-B/0.000006	Si-I/0.000024	Sy-B/0.000022	Sy-I/0.002044	Tr-B/0.000007	Tr-I/0.000033	unct-B/0.000003	unct-I/0.000017
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	O/0.819131	Bo-B/0.175753	Bo-I/0.000071	Ch-B/0.002001	Ch-I/0.000002	DT-B/0.000099	DT-I/0.000005	O/0.819131	Si-B/0.000673	Si-I/0.000001	Sy-B/0.001878	Sy-I/0.000001	Tr-B/0.000241	Tr-I/0.000002	unct-B/0.000141	unct-I/0.000002
肺	CHN	O/0.818261	Bo-B/0.000036	Bo-I/0.177717	Ch-B/0.000052	Ch-I/0.001692	DT-B/0.000014	DT-I/0.000048	O/0.818261	Si-B/0.000047	Si-I/0.000404	Sy-B/0.000048	Sy-I/0.001400	Tr-B/0.000067	Tr-I/0.000157	unct-B/0.000017	unct-I/0.000039
未	CHN	O/0.998867	Bo-B/0.000002	Bo-I/0.000861	Ch-B/0.000001	Ch-I/0.000040	DT-B/0.000001	DT-I/0.000006	O/0.998867	Si-B/0.000001	Si-I/0.000022	Sy-B/0.000006	Sy-I/0.000163	Tr-B/0.000004	Tr-I/0.000023	unct-B/0.000001	unct-I/0.000004
闻	CHN	O/0.999560	Bo-B/0.000006	Bo-I/0.000157	Ch-B/0.000008	Ch-I/0.000010	DT-B/0.000002	DT-I/0.000004	O/0.999560	Si-B/0.000006	Si-I/0.000007	Sy-B/0.000060	Sy-I/0.000143	Tr-B/0.000010	Tr-I/0.000021	unct-B/0.000003	unct-I/0.000003
及	CHN	O/0.999278	Bo-B/0.000001	Bo-I/0.000004	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000001	O/0.999278	Si-B/0.000004	Si-I/0.000001	Sy-B/0.000534	Sy-I/0.000164	Tr-B/0.000005	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000001
干	CHN	Sy-B/0.975512	Bo-B/0.000030	Bo-I/0.000010	Ch-B/0.002955	Ch-I/0.000012	DT-B/0.000038	DT-I/0.000043	O/0.018715	Si-B/0.000172	Si-I/0.000013	Sy-B/0.975512	Sy-I/0.002031	Tr-B/0.000323	Tr-I/0.000007	unct-B/0.000092	unct-I/0.000046
湿	CHN	Sy-I/0.978273	Bo-B/0.000003	Bo-I/0.000013	Ch-B/0.000019	Ch-I/0.002549	DT-B/0.000005	DT-I/0.000045	O/0.016473	Si-B/0.000027	Si-I/0.000145	Sy-B/0.002190	Sy-I/0.978273	Tr-B/0.000021	Tr-I/0.000119	unct-B/0.000011	unct-I/0.000109
性	CHN	Sy-I/0.981116	Bo-B/0.000003	Bo-I/0.000005	Ch-B/0.000018	Ch-I/0.002111	DT-B/0.000005	DT-I/0.000032	O/0.014351	Si-B/0.000014	Si-I/0.000152	Sy-B/0.001998	Sy-I/0.981116	Tr-B/0.000028	Tr-I/0.000053	unct-B/0.000008	unct-I/0.000106
啰	CHN	Sy-I/0.983746	Bo-B/0.000005	Bo-I/0.000001	Ch-B/0.000007	Ch-I/0.001694	DT-B/0.000003	DT-I/0.000023	O/0.011239	Si-B/0.000004	Si-I/0.000143	Sy-B/0.003023	Sy-I/0.983746	Tr-B/0.000018	Tr-I/0.000041	unct-B/0.000003	unct-I/0.000050
音	CHN	Sy-I/0.987373	Bo-B/0.000004	Bo-I/0.000007	Ch-B/0.000005	Ch-I/0.001276	DT-B/0.000002	DT-I/0.000032	O/0.011028	Si-B/0.000003	Si-I/0.000154	Sy-B/0.000013	Sy-I/0.987373	Tr-B/0.000004	Tr-I/0.000051	unct-B/0.000002	unct-I/0.000045
,	PUNC	O/0.999984	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999984	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000008	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
心	CHN	Ch-B/0.995999	Bo-B/0.000154	Bo-I/0.000000	Ch-B/0.995999	Ch-I/0.000019	DT-B/0.000042	DT-I/0.000006	O/0.003162	Si-B/0.000087	Si-I/0.000001	Sy-B/0.000406	Sy-I/0.000001	Tr-B/0.000078	Tr-I/0.000003	unct-B/0.000044	unct-I/0.000001
率	CHN	Ch-I/0.996195	Bo-B/0.000004	Bo-I/0.000087	Ch-B/0.000071	Ch-I/0.996195	DT-B/0.000004	DT-I/0.000049	O/0.003059	Si-B/0.000007	Si-I/0.000077	Sy-B/0.000003	Sy-I/0.000316	Tr-B/0.000004	Tr-I/0.000108	unct-B/0.000003	unct-I/0.000013
7	NUM	O/0.999202	Bo-B/0.000004	Bo-I/0.000024	Ch-B/0.000002	Ch-I/0.000745	DT-B/0.000003	DT-I/0.000002	O/0.999202	Si-B/0.000002	Si-I/0.000003	Sy-B/0.000001	Sy-I/0.000003	Tr-B/0.000001	Tr-I/0.000004	unct-B/0.000002	unct-I/0.000002
0	NUM	O/0.999960	Bo-B/0.000003	Bo-I/0.000003	Ch-B/0.000005	Ch-I/0.000007	DT-B/0.000002	DT-I/0.000000	O/0.999960	Si-B/0.000011	Si-I/0.000001	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
次	CHN	O/0.999866	Bo-B/0.000010	Bo-I/0.000008	Ch-B/0.000027	Ch-I/0.000004	DT-B/0.000006	DT-I/0.000009	O/0.999866	Si-B/0.000012	Si-I/0.000016	Sy-B/0.000017	Sy-I/0.000003	Tr-B/0.000010	Tr-I/0.000005	unct-B/0.000004	unct-I/0.000002
/	PUNC	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
分	CHN	O/0.999797	Bo-B/0.000031	Bo-I/0.000001	Ch-B/0.000038	Ch-I/0.000000	DT-B/0.000013	DT-I/0.000004	O/0.999797	Si-B/0.000019	Si-I/0.000003	Sy-B/0.000053	Sy-I/0.000009	Tr-B/0.000018	Tr-I/0.000002	unct-B/0.000009	unct-I/0.000002
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
心	CHN	O/0.505138	Bo-B/0.000475	Bo-I/0.000003	Ch-B/0.492413	Ch-I/0.000021	DT-B/0.000139	DT-I/0.000007	O/0.505138	Si-B/0.000858	Si-I/0.000003	Sy-B/0.000523	Sy-I/0.000001	Tr-B/0.000282	Tr-I/0.000002	unct-B/0.000135	unct-I/0.000002
律	CHN	O/0.508161	Bo-B/0.000017	Bo-I/0.000223	Ch-B/0.000008	Ch-I/0.489856	DT-B/0.000004	DT-I/0.000093	O/0.508161	Si-B/0.000007	Si-I/0.000758	Sy-B/0.000109	Sy-I/0.000399	Tr-B/0.000030	Tr-I/0.000260	unct-B/0.000005	unct-I/0.000071
齐	CHN	O/0.993006	Bo-B/0.000014	Bo-I/0.000085	Ch-B/0.000006	Ch-I/0.004132	DT-B/0.000012	DT-I/0.000367	O/0.993006	Si-B/0.000006	Si-I/0.000897	Sy-B/0.000011	Sy-I/0.000757	Tr-B/0.000007	Tr-I/0.000417	unct-B/0.000010	unct-I/0.000272
,	PUNC	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
各	CHN	Bo-B/0.997319	Bo-B/0.997319	Bo-I/0.000104	Ch-B/0.000273	Ch-I/0.000000	DT-B/0.000101	DT-I/0.000004	O/0.001367	Si-B/0.000171	Si-I/0.000000	Sy-B/0.000260	Sy-I/0.000000	Tr-B/0.000213	Tr-I/0.000000	unct-B/0.000183	unct-I/0.000002
瓣	CHN	Bo-I/0.998781	Bo-B/0.000783	Bo-I/0.998781	Ch-B/0.000006	Ch-I/0.000063	DT-B/0.000004	DT-I/0.000020	O/0.000128	Si-B/0.000008	Si-I/0.000024	Sy-B/0.000010	Sy-I/0.000076	Tr-B/0.000018	Tr-I/0.000046	unct-B/0.000008	unct-I/0.000027
膜	CHN	Bo-I/0.999681	Bo-B/0.000166	Bo-I/0.999681	Ch-B/0.000001	Ch-I/0.000017	DT-B/0.000001	DT-I/0.000011	O/0.000043	Si-B/0.000001	Si-I/0.000007	Sy-B/0.000001	Sy-I/0.000034	Tr-B/0.000003	Tr-I/0.000017	unct-B/0.000002	unct-I/0.000015
听	CHN	Bo-I/0.999469	Bo-B/0.000229	Bo-I/0.999469	Ch-B/0.000004	Ch-I/0.000016	DT-B/0.000002	DT-I/0.000022	O/0.000185	Si-B/0.000001	Si-I/0.000005	Sy-B/0.000001	Sy-I/0.000019	Tr-B/0.000005	Tr-I/0.000018	unct-B/0.000003	unct-I/0.000022
诊	CHN	Bo-I/0.999153	Bo-B/0.000164	Bo-I/0.999153	Ch-B/0.000003	Ch-I/0.000029	DT-B/0.000002	DT-I/0.000018	O/0.000579	Si-B/0.000001	Si-I/0.000003	Sy-B/0.000001	Sy-I/0.000009	Tr-B/0.000003	Tr-I/0.000016	unct-B/0.000002	unct-I/0.000016
区	CHN	Bo-I/0.998655	Bo-B/0.000003	Bo-I/0.998655	Ch-B/0.000002	Ch-I/0.000055	DT-B/0.000001	DT-I/0.000015	O/0.001230	Si-B/0.000001	Si-I/0.000004	Sy-B/0.000001	Sy-I/0.000007	Tr-B/0.000002	Tr-I/0.000016	unct-B/0.000001	unct-I/0.000009
未	CHN	O/0.998288	Bo-B/0.000004	Bo-I/0.001598	Ch-B/0.000002	Ch-I/0.000022	DT-B/0.000002	DT-I/0.000018	O/0.998288	Si-B/0.000001	Si-I/0.000004	Sy-B/0.000004	Sy-I/0.000007	Tr-B/0.000007	Tr-I/0.000030	unct-B/0.000002	unct-I/0.000011
闻	CHN	O/0.999617	Bo-B/0.000005	Bo-I/0.000280	Ch-B/0.000008	Ch-I/0.000008	DT-B/0.000002	DT-I/0.000006	O/0.999617	Si-B/0.000005	Si-I/0.000002	Sy-B/0.000014	Sy-I/0.000010	Tr-B/0.000009	Tr-I/0.000027	unct-B/0.000002	unct-I/0.000005
及	CHN	O/0.999934	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000001	O/0.999934	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000042	Sy-I/0.000014	Tr-B/0.000003	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000001
病	CHN	Sy-B/0.982867	Bo-B/0.000011	Bo-I/0.000002	Ch-B/0.000151	Ch-I/0.000006	DT-B/0.000021	DT-I/0.000022	O/0.016121	Si-B/0.000042	Si-I/0.000006	Sy-B/0.982867	Sy-I/0.000447	Tr-B/0.000192	Tr-I/0.000004	unct-B/0.000055	unct-I/0.000054
理	CHN	Sy-I/0.983688	Bo-B/0.000002	Bo-I/0.000003	Ch-B/0.000002	Ch-I/0.000088	DT-B/0.000003	DT-I/0.000018	O/0.014472	Si-B/0.000011	Si-I/0.000019	Sy-B/0.001521	Sy-I/0.983688	Tr-B/0.000011	Tr-I/0.000066	unct-B/0.000006	unct-I/0.000091
性	CHN	Sy-I/0.985392	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000003	Ch-I/0.000026	DT-B/0.000002	DT-I/0.000010	O/0.013778	Si-B/0.000004	Si-I/0.000021	Sy-B/0.000654	Sy-I/0.985392	Tr-B/0.000011	Tr-I/0.000026	unct-B/0.000003	unct-I/0.000070
杂	CHN	Sy-I/0.986069	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000013	DT-B/0.000001	DT-I/0.000005	O/0.013367	Si-B/0.000001	Si-I/0.000020	Sy-B/0.000459	Sy-I/0.986069	Tr-B/0.000008	Tr-I/0.000022	unct-B/0.000001	unct-I/0.000031
音	CHN	Sy-I/0.986090	Bo-B/0.000003	Bo-I/0.000010	Ch-B/0.000003	Ch-I/0.000021	DT-B/0.000002	DT-I/0.000024	O/0.013690	Si-B/0.000002	Si-I/0.000034	Sy-B/0.000005	Sy-I/0.986090	Tr-B/0.000002	Tr-I/0.000057	unct-B/0.000002	unct-I/0.000056
。	PUNC	O/0.999949	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000001	O/0.999949	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000040	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
腹	CHN	O/0.505772	Bo-B/0.486866	Bo-I/0.000051	Ch-B/0.003824	Ch-I/0.000014	DT-B/0.000443	DT-I/0.000024	O/0.505772	Si-B/0.000487	Si-I/0.000003	Sy-B/0.000373	Sy-I/0.000011	Tr-B/0.000573	Tr-I/0.000012	unct-B/0.001538	unct-I/0.000008
