# 0.264281
①	OTHER	O	O/0.997338	Bo-B/0.000123	Bo-I/0.000127	Ch-B/0.000145	Ch-I/0.000099	O/0.997338	Si-B/0.000379	Si-I/0.000149	Sy-B/0.000947	Sy-I/0.000357	Tr-B/0.000189	Tr-I/0.000147
肢	CHN	R-I	Bo-I/0.999952	Bo-B/0.000001	Bo-I/0.999952	Ch-B/0.000000	Ch-I/0.000008	O/0.000002	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000000	Sy-I/0.000026	Tr-B/0.000000	Tr-I/0.000005
无	CHN	O	O/0.999981	Bo-B/0.000001	Bo-I/0.000015	Ch-B/0.000000	Ch-I/0.000000	O/0.999981	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
水	CHN	R-B	Sy-B/0.997688	Bo-B/0.002063	Bo-I/0.000000	Ch-B/0.000129	Ch-I/0.000000	O/0.000003	Si-B/0.000047	Si-I/0.000000	Sy-B/0.997688	Sy-I/0.000029	Tr-B/0.000041	Tr-I/0.000000
肿	CHN	R-I	Sy-I/0.997914	Bo-B/0.000000	Bo-I/0.001911	Ch-B/0.000000	Ch-I/0.000103	O/0.000002	Si-B/0.000000	Si-I/0.000048	Sy-B/0.000003	Sy-I/0.997914	Tr-B/0.000001	Tr-I/0.000017
。	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
辅	CHN	O	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
助	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
检	CHN	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
查	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
:	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
(	PUNC	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
2	NUM	O	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
0	NUM	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
1	NUM	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
5	NUM	O	O/0.999996	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
-	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
6	NUM	O	O/0.999996	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
-	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
1	NUM	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
8	NUM	O	O/0.999997	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
我	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
院	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
)	PUNC	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
头	CHN	R-B	Ch-B/0.999682	Bo-B/0.000016	Bo-I/0.000000	Ch-B/0.999682	Ch-I/0.000077	O/0.000001	Si-B/0.000047	Si-I/0.000000	Sy-B/0.000073	Sy-I/0.000000	Tr-B/0.000103	Tr-I/0.000000
C	ENG	R-I	Ch-I/0.999957	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000011	Ch-I/0.999957	O/0.000000	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000024
T	ENG	R-I	Ch-I/0.999918	Bo-B/0.000001	Bo-I/0.000020	Ch-B/0.000009	Ch-I/0.999918	O/0.000005	Si-B/0.000001	Si-I/0.000008	Sy-B/0.000001	Sy-I/0.000002	Tr-B/0.000001	Tr-I/0.000035
示	CHN	O	O/0.999924	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000074	O/0.999924	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
:	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	O	O/0.999989	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.999989	Si-B/0.000003	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000001
大	CHN	R-B	Si-B/0.805648	Bo-B/0.040534	Bo-I/0.000001	Ch-B/0.074925	Ch-I/0.000006	O/0.000083	Si-B/0.805648	Si-I/0.000411	Sy-B/0.002386	Sy-I/0.000004	Tr-B/0.075986	Tr-I/0.000016
脑	CHN	R-I	Si-I/0.832915	Bo-B/0.000001	Bo-I/0.023325	Ch-B/0.000007	Ch-I/0.070801	O/0.000024	Si-B/0.000887	Si-I/0.832915	Sy-B/0.000005	Sy-I/0.001566	Tr-B/0.000024	Tr-I/0.070445
纵	CHN	R-I	Si-I/0.858921	Bo-B/0.000000	Bo-I/0.007233	Ch-B/0.000007	Ch-I/0.066940	O/0.000015	Si-B/0.000442	Si-I/0.858921	Sy-B/0.000004	Sy-I/0.000647	Tr-B/0.000007	Tr-I/0.065783
裂	CHN	R-I	Si-I/0.874802	Bo-B/0.000000	Bo-I/0.001916	Ch-B/0.000007	Ch-I/0.064226	O/0.000005	Si-B/0.000137	Si-I/0.874802	Sy-B/0.000002	Sy-I/0.000211	Tr-B/0.000004	Tr-I/0.058690
脂	CHN	R-I	Si-I/0.882812	Bo-B/0.000000	Bo-I/0.000774	Ch-B/0.000001	Ch-I/0.063315	O/0.000002	Si-B/0.000187	Si-I/0.882812	Sy-B/0.000002	Sy-I/0.000124	Tr-B/0.000003	Tr-I/0.052779
肪	CHN	R-I	Si-I/0.887312	Bo-B/0.000000	Bo-I/0.000615	Ch-B/0.000004	Ch-I/0.062517	O/0.000001	Si-B/0.000019	Si-I/0.887312	Sy-B/0.000006	Sy-I/0.000164	Tr-B/0.000002	Tr-I/0.049360
瘤	CHN	R-I	Si-I/0.886982	Bo-B/0.000008	Bo-I/0.000800	Ch-B/0.000005	Ch-I/0.062798	O/0.000031	Si-B/0.000009	Si-I/0.886982	Sy-B/0.000018	Sy-I/0.000574	Tr-B/0.000013	Tr-I/0.048763
”	PUNC	O	O/0.999975	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999975	Si-B/0.000000	Si-I/0.000023	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
。	PUNC	O	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999996	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
心	CHN	R-B	Ch-B/0.999468	Bo-B/0.000293	Bo-I/0.000000	Ch-B/0.999468	Ch-I/0.000041	O/0.000003	Si-B/0.000113	Si-I/0.000000	Sy-B/0.000030	Sy-I/0.000000	Tr-B/0.000053	Tr-I/0.000000
电	CHN	R-I	Ch-I/0.999899	Bo-B/0.000000	Bo-I/0.000053	Ch-B/0.000002	Ch-I/0.999899	O/0.000000	Si-B/0.000000	Si-I/0.000030	Sy-B/0.000000	Sy-I/0.000005	Tr-B/0.000000	Tr-I/0.000011
图	CHN	R-I	Ch-I/0.999819	Bo-B/0.000001	Bo-I/0.000057	Ch-B/0.000001	Ch-I/0.999819	O/0.000003	Si-B/0.000001	Si-I/0.000061	Sy-B/0.000001	Sy-I/0.000024	Tr-B/0.000001	Tr-I/0.000032
:	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
窦	CHN	O	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
性	CHN	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
心	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
律	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
T	ENG	O	O/0.999986	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000008	Ch-I/0.000000	O/0.999986	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000001	Tr-B/0.000001	Tr-I/0.000000
波	CHN	O	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
改	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
变	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
。	PUNC	O	O/0.999987	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.999987	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000002	Sy-I/0.000001	Tr-B/0.000002	Tr-I/0.000001

